Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Bohaus,bohaus.be,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/bohaus-interior-exterior-landscape,Bohaus is an Architectural Visualization company that specializes in delivering personalized and high-quality visual representations of architectural designs.,self employed,""
RDP Plast,rdpplast.ind.br,Accessible Architecture and Design,"São Paulo, Brazil",11-50,https://www.linkedin.com/company/rdp-plast,"RDP Plast is a company that specializes in manufacturing accessibility products with the aim of providing comfort, safety, and autonomy to people with disabilities.",privately held,""
Maison l'Agate,maison-lagate.fr,Accessible Architecture and Design,France,1-10,https://www.linkedin.com/company/maison-l-agate,"Maison l'Agate is an interior design company that specializes in helping clients express their brand through interior architecture, space planning, and decoration while integrating customer journeys, product showcasing, and signage in the project.",privately held,""
Trilogía,trilogiastudio.com,Accessible Architecture and Design,"Lima, Peru",1-10,https://www.linkedin.com/company/trilogiastudio,,self owned,""
Studio TRIM,studiotrim.com.br,Accessible Architecture and Design,"Rio de Janeiro, Brazil",1-10,https://www.linkedin.com/company/studio-trim,Studio TRIM is a Real Estate company that specializes in connecting people with properties through innovative and immersive virtual experiences.,partnership,""
GVS Custom Designs,gvscustomdesignsnynjpa.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/gvs-custom-designs,,privately held,""
SAM Creations,sam-creations.net,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/sam-creationsdesign,,self employed,""
Archiv studio,archiv-studio.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/archiv-studio,Architectural visualization for immersing oneself in the future atmosphere of the project,self employed,""
DBK Studio 3D,dbkstudio3d.com.br,Accessible Architecture and Design,"Tubarão, Brazil",1-10,https://www.linkedin.com/company/dbk-studio-3d,,privately held,""
Wi-Studio,wi-studio.com,Accessible Architecture and Design,"Paris, France",1-10,https://www.linkedin.com/company/wistudioparis,,self employed,""
Angèl arquitetura,angelarquitetura.com.br,Accessible Architecture and Design,Vanuatu,1-10,https://www.linkedin.com/company/ang%c3%a8l-arquitetura,,self employed,""
BIVA design,bivadesign.com,Accessible Architecture and Design,"Muscat, Oman",1-10,https://www.linkedin.com/company/biva-design,,public company,""
O'DESIGN,odesign-interieur.fr,Accessible Architecture and Design,United States,1-10,https://www.linkedin.com/company/odesign-interieur,,self employed,""
CVS Partner,cvs-partner.fr,Accessible Architecture and Design,"Arbent, France",1-10,https://www.linkedin.com/company/cvs-partner,,privately held,""
CGSplash,cgsplash.com,Accessible Architecture and Design,"Islamabad, Pakistan",1-10,https://www.linkedin.com/company/cgsplash,,self owned,""
METHODD,methodd.net,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/methoddarch,,privately held,""
BODA.green,boda.green,Accessible Architecture and Design,"Boulogne-Billancourt, France",1-10,https://www.linkedin.com/company/boda-green,,self employed,""
Carpinteriafinosacabados,carpinteriafinosacabados.com,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/carpinter-a-finos-acabados,,self employed,""
Lim A,iml-co.ir,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/lim-a,,self employed,""
Koponen Stenqvist,koponenstenqvist.se,Accessible Architecture and Design,"Stockholm, Sweden",1-10,https://www.linkedin.com/company/koponen-stenqvist,"We believe architecture has the power to shape a more sustainable and inspiring future. Our ambition is to be among Sweden’s leading architectural firms, setting new standards in design excellence and climate-conscious innovation.",partnership,""
RapidRender,rapidrender.app,Accessible Architecture and Design,"Istanbul, Türkiye",11-50,https://www.linkedin.com/company/rapidrenderapp,,public company,""
Lavoeuxspaces,lavoeuxspaces.com,Accessible Architecture and Design,India,11-50,https://www.linkedin.com/company/la-voeux,"Custom interior, architecture, and landscape solutions in India. La'voeux Spaces brings style, functionality, and sustainability to residential and commercial projects.",privately held,""
GreccisStyle,greccisstyle.nl,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/greccisstyle,,public company,""
Switch Hue,switchue.com,Accessible Architecture and Design,Switzerland,1-10,https://www.linkedin.com/company/switch-hue,,privately held,""
MK architecture,mkarchitecture.pro,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/mk-architecture-designs,,privately held,""
Hipaholic,hipaholic.nl,Accessible Architecture and Design,"The Hague, Netherlands",1-10,https://www.linkedin.com/company/hipaholic,"Hipaholic is a company operating in the fashion styling and photography industry, specializing in creative content creation and sustainable interior art.",self owned,""
ArchDesign Academy,archdesignacademy.com,Accessible Architecture and Design,"Istanbul, Türkiye",1-10,https://www.linkedin.com/company/archdesign-academy,,self owned,""
Knowledge Center HO,knowledgecenter.site,Accessible Architecture and Design,"Gurgaon, India",51-200,https://www.linkedin.com/company/knowledgecenterho,,privately held,""
Business Aid,architect-furnitureaid.com,Accessible Architecture and Design,"Dubai, United Arab Emirates",1-10,https://www.linkedin.com/company/architect-furniture,,public company,""
Atelier Svana,syncds.in,Accessible Architecture and Design,"Gurgaon, India",1-10,https://www.linkedin.com/company/sync-design-studio,Sync Design Studio is a design studio that offers bespoke and distinctive design services with a focus on innovating and creating a unique identity.,privately held,""
DGSM,dgsm.cl,Accessible Architecture and Design,"Santiago, Philippines",1-10,https://www.linkedin.com/company/dgsmh,,self owned,""
Kyro Innovations,kyroinnovations.com,Accessible Architecture and Design,"Rājahmundry, India",11-50,https://www.linkedin.com/company/kyro-innovations,"Kyro Innovations is trusted for CAD and BIM services. From Scan to BIM and Paper to CAD, we offer solutions to streamline your projects. Contact us today!",self owned,""
Mouna Sahnoun,mouna-sahnoun.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/mouna-sahnoun,"Thank you for visiting our website! We are currently working on creating a new and exciting online experience for you. While we finish up the final touches, please sign up for our newsletter to receive exclusive updates and offers.",self owned,""
Vita Nova,vitanova.archi,Accessible Architecture and Design,"Roubaix, France",1-10,https://www.linkedin.com/company/vita-nova-design-espaces,,privately held,""
MID ARQUITECTOS,midarquitectos.com,Accessible Architecture and Design,"Arequipa, Peru",11-50,https://www.linkedin.com/company/mid-arquitectos,,privately held,""
David Miranda,davidmiranda.co,Accessible Architecture and Design,"Bogotá, Colombia",1-10,https://www.linkedin.com/company/architectural-scenography-and-stage-design,"David Miranda is an architecture and design company that specializes in the construction of sets, retail spaces, television programs, and exhibitions.",self owned,""
Arquitectura,arquitecturaccn.pe,Accessible Architecture and Design,"Lima, Peru",1-10,https://www.linkedin.com/company/arquitecturaccn,,privately held,""
IA+Ingeniería Y Arquitectura,ia-plus.com,Accessible Architecture and Design,"Bogotá, Colombia",1-10,https://www.linkedin.com/company/ia-ingenier%c3%ada-y-arquitectura,,self employed,""
Consvir,consvir.com,Accessible Architecture and Design,"Barcelona, Spain",1-10,https://www.linkedin.com/company/consvir,,public company,""
Urban West,urbanwest.cl,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/urban-west-chile,,self employed,""
Hermitage Modular,hermitagemodular.com,Accessible Architecture and Design,"Kowloon, Hong Kong",1-10,https://www.linkedin.com/company/confluencesynergy,,partnership,""
Revision,revision.org.nz,Accessible Architecture and Design,"Christchurch, New Zealand",11-50,https://www.linkedin.com/company/revision-initiative,ReVision is a collective of young people and practitioners who conduct youth-friendly audits for spaces and places in their community.,non profit,""
Inex,inex.pk,Accessible Architecture and Design,"Lahore, Pakistan",11-50,https://www.linkedin.com/company/inex-solutions,Inex is an Interior design and Construction firm that specializes in designing and constructing Interior and Exterior spaces for commercial and residential projects.,self owned,""
AB Architecture - Azedine Bouchama,abouchamaarchitecte.com,Accessible Architecture and Design,"Rabat, Morocco",1-10,https://www.linkedin.com/company/ab-architecture-azedine-bouchama,,privately held,""
Zimma Studio,zimmastudio.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/zimma-studio,,self owned,""
Batlo Casa,batlocasa.com.ar,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/batlo-casa,,self owned,""
NS Architects,nsarchitects.in,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/ns-associates-architects,NS Architects is an Architecture and Interior Design company that specializes in creating functional spaces with aesthetic appeal for residential and commercial projects.,partnership,""
PANAB,panab.cz,Accessible Architecture and Design,"Kamenice nad Lipou, Czechia",1-10,https://www.linkedin.com/company/panab,,privately held,""
Arte Habitable,artehabitable.es,Accessible Architecture and Design,"Sant Cugat del Vallès, Spain",1-10,https://www.linkedin.com/company/arte-habitable,Arte Habitable is an Architecture and Interior Design studio based in the metropolitan area of Barcelona and Valles.,privately held,""
Renderhelp,renderhelp.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/render-help,,self owned,""
Ruiz Arquitectura,ruizarquitectura.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/ruiz-arquitectura,,self owned,""
Lucid The Artistry,lucidtheartistry.com,Accessible Architecture and Design,"Vadodara, India",11-50,https://www.linkedin.com/company/lucid-the-artistry,"Lucid, a premier 3D rendering company for real estate, offers top-quality 3D architectural visualization services in India. Contact us to boost your sales with captivating CGI.",self owned,""
